fecha_chart,fecha_debut,titulo,artista,colaboracion,exitos_previos_artista,ranking,es_navidena
2013-01-26,2013-01-05,Gangnam Style,PSY,0,1,22,0
2013-01-26,2013-01-05,One More Night,Maroon 5,0,1,11,0
2013-01-26,2013-01-05,Lights,Ellie Goulding,0,1,49,0
2013-01-26,2013-01-05,Va Va Voom,Nicki Minaj,0,1,50,0
2013-01-26,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,1,51,0
2013-01-26,2013-01-05,Neva End,Future,0,1,78,0
2013-01-26,2013-01-05,Tip It On Back,Dierks Bentley,0,1,79,0
2013-01-26,2013-01-05,Who Booty,Jonn Hart & IamSU!,1,2,80,0
2013-01-26,2013-01-05,Stubborn Love,The Lumineers,0,1,81,0
2013-01-26,2013-01-05,Live While We're Young,One Direction,0,1,82,0
2013-01-26,2013-01-05,Skyfall,Adele,0,1,83,0
2013-01-26,2013-01-26,Suit & Tie,Justin Timberlake & JAY Z,1,0,84,0
2013-01-26,2013-01-05,Celebration,"Game & Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,2,85,0
2013-01-26,2013-01-05,Diced Pineapples,Rick Ross & Wale & Drake,1,2,86,0
2013-01-26,2013-01-19,I Drive Your Truck,Lee Brice,0,0,87,0
2013-01-26,2013-01-05,Guap,Big Sean,0,1,77,0
2013-01-26,2013-01-12,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,0,0,88,0
2013-01-26,2013-01-19,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",1,0,90,0
2013-01-26,2013-01-05,Take A Walk,Passion Pit,0,1,91,0
2013-01-26,2013-01-19,Carry On,fun.,0,1,92,0
2013-01-26,2013-01-12,I Dreamed A Dream,Anne Hathaway,0,0,93,0
2013-01-26,2013-01-26,If I Didn't Have You,Thompson Square,0,0,94,0
2013-01-26,2013-01-26,We Still In This B****,B.o.B & T.I. & Juicy J,1,0,95,0
2013-01-26,2013-01-19,Battle Scars,Lupe Fiasco & Guy Sebastian,1,0,96,0
2013-01-26,2013-01-05,Ready Or Not,Bridgit Mendler,0,1,97,0
2013-01-26,2013-01-05,Crying On A Suitcase,Casey James,0,1,98,0
2013-01-26,2013-01-26,Demons,Imagine Dragons,0,1,99,0
2013-01-26,2013-01-05,When I Was Your Man,Bruno Mars,0,1,89,0
2013-01-26,2013-01-19,Pour It Up,Rihanna,0,1,76,0
2013-01-26,2013-01-26,"Bitch, Don't Kill My Vibe",Kendrick Lamar,0,1,100,0
2013-01-26,2013-01-26,If I Lose Myself,OneRepublic,0,1,74,0
2013-01-26,2013-01-05,Rest Of My Life,Ludacris & Usher & David Guetta,1,2,75,0
2013-01-26,2013-01-05,All Gold Everything,Trinidad James,0,1,52,0
2013-01-26,2013-01-05,Wicked Games,The Weeknd,0,1,53,0
2013-01-26,2013-01-05,Ball,T.I. & Lil Wayne,1,2,54,0
2013-01-26,2013-01-05,Feel Again,OneRepublic,0,1,55,0
2013-01-26,2013-01-05,Southern Comfort Zone,Brad Paisley,0,1,56,0
2013-01-26,2013-01-05,One Of Those Nights,Tim McGraw,0,1,57,0
2013-01-26,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,2,59,0
2013-01-26,2013-01-05,Somebody's Heartbreak,Hunter Hayes,0,1,60,0
2013-01-26,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,1,61,0
2013-01-26,2013-01-05,Anything Could Happen,Ellie Goulding,0,1,62,0
2013-01-26,2013-01-05,Tornado,Little Big Town,0,1,58,0
2013-01-26,2013-01-26,The Moment I Knew,Taylor Swift,0,1,64,0
2013-01-26,2013-01-12,Kiss You,One Direction,0,1,65,0
2013-01-26,2013-01-05,Remember You,Wiz Khalifa & The Weeknd,1,2,66,0
2013-01-26,2013-01-05,Begin Again,Taylor Swift,0,1,73,0
2013-01-26,2013-01-05,Don't Judge Me,Chris Brown,0,1,67,0
2013-01-26,2013-01-12,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,0,0,68,0
2013-01-26,2013-01-05,Love Sosa,Chief Keef,0,1,69,0
2013-01-26,2013-01-05,Beer Money,Kip Moore,0,1,70,0
2013-01-26,2013-01-05,Til My Last Day,Justin Moore,0,1,71,0
2013-01-26,2013-01-05,Merry Go 'round,Kacey Musgraves,0,1,72,0
2013-01-26,2013-01-05,Madness,Muse,0,1,63,0
2013-02-02,2013-01-05,Wanted,Hunter Hayes,0,1,34,0
2013-02-02,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,1,33,0
2013-02-02,2013-01-05,I Will Wait,Mumford & Sons,1,2,32,0
2013-02-02,2013-01-05,I'm Different,2 Chainz,0,1,27,0
2013-02-02,2013-01-05,C'mon,Ke$ha,0,1,30,0
2013-02-02,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,1,29,0
2013-02-02,2013-01-05,Better Dig Two,The Band Perry,0,1,28,0
2013-02-02,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,3,35,0
2013-02-02,2013-01-05,Gangnam Style,PSY,0,1,31,0
2013-02-02,2013-01-05,Radioactive,Imagine Dragons,0,1,36,0
2013-02-02,2013-01-05,How Country Feels,Randy Houser,0,1,47,0
2013-02-02,2013-01-05,Adorn,Miguel,0,1,38,0
2013-02-02,2013-01-05,Little Things,One Direction,0,1,39,0
2013-02-02,2013-01-05,Too Close,Alex Clare,0,1,40,0
2013-02-02,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,1,41,0
2013-02-02,2013-01-05,All Gold Everything,Trinidad James,0,1,42,0
2013-02-02,2013-01-05,No Worries,Lil Wayne & Detail,1,2,43,0
2013-02-02,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,2,44,0
2013-02-02,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,2,45,0
2013-02-02,2013-01-05,We Are Never Ever Getting Back Together,Taylor Swift,0,1,46,0
2013-02-02,2013-01-05,Hall Of Fame,The Script & will.i.am,1,2,26,0
2013-02-02,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,2,37,0
2013-02-02,2013-01-05,Little Talks,Of Monsters & Men,1,2,25,0
2013-02-02,2013-01-05,Try,P!nk,0,1,13,0
2013-02-02,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,1,23,0
2013-02-02,2013-01-05,Bandz A Make Her Dance,Juicy J & Lil Wayne & 2 Chainz,1,2,48,0
2013-02-02,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,2,1,0
2013-02-02,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,1,2,0
2013-02-02,2013-01-05,Ho Hey,The Lumineers,0,1,3,0
2013-02-02,2013-01-26,Suit & Tie,Justin Timberlake & JAY Z,1,0,4,0
2013-02-02,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,1,5,0
2013-02-02,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,2,6,0
2013-02-02,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,2,7,0
2013-02-02,2013-01-05,Diamonds,Rihanna,0,1,8,0
2013-02-02,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,2,9,0
2013-02-02,2013-01-05,Catch My Breath,Kelly Clarkson,0,1,24,0
2013-02-02,2013-01-05,Home,Phillip Phillips,0,1,10,0
2013-02-02,2013-01-05,I Cry,Flo Rida,0,1,12,0
2013-02-02,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,2,14,0
2013-02-02,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,2,15,0
2013-02-02,2013-01-05,It's Time,Imagine Dragons,0,1,16,0
2013-02-02,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,2,17,0
2013-02-02,2013-01-05,Some Nights,fun.,0,1,18,0
2013-02-02,2013-01-05,The A Team,Ed Sheeran,0,1,19,0
2013-02-02,2013-01-05,Die Young,Ke$ha,0,1,20,0
2013-02-02,2013-01-05,Daylight,Maroon 5,0,1,21,0
2013-02-02,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,2,22,0
2013-02-02,2013-01-05,One More Night,Maroon 5,0,1,11,0
2013-02-02,2013-01-05,Thinkin Bout You,Frank Ocean,0,1,49,0
2013-02-02,2013-01-05,Lights,Ellie Goulding,0,1,50,0
2013-02-02,2013-01-26,Sure Be Cool If You Did,Blake Shelton,0,0,51,0
2013-02-02,2013-01-05,Stubborn Love,The Lumineers,0,1,78,0
2013-02-02,2013-01-12,Kiss You,One Direction,0,1,79,0
2013-02-02,2013-01-19,I Drive Your Truck,Lee Brice,0,0,80,0
2013-02-02,2013-01-19,Carry On,fun.,0,1,81,0
2013-02-02,2013-02-02,Wild For The Night,A$AP Rocky & Skrillex,1,1,82,0
2013-02-02,2013-01-05,Beer Money,Kip Moore,0,1,83,0
2013-02-02,2013-01-05,Skyfall,Adele,0,1,84,0
2013-02-02,2013-01-05,Til My Last Day,Justin Moore,0,1,85,0
2013-02-02,2013-02-02,Long Live A$AP,A$AP Rocky,0,1,86,0
2013-02-02,2013-02-02,Troublemaker,Olly Murs & Flo Rida,1,1,87,0
2013-02-02,2013-01-05,Tip It On Back,Dierks Bentley,0,1,77,0
2013-02-02,2013-01-19,Battle Scars,Lupe Fiasco & Guy Sebastian,1,0,88,0
2013-02-02,2013-01-05,Celebration,"Game & Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,2,90,0
2013-02-02,2013-01-19,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",1,0,91,0
2013-02-02,2013-01-12,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,0,0,92,0
2013-02-02,2013-01-05,Take A Walk,Passion Pit,0,1,93,0
2013-02-02,2013-01-05,Live While We're Young,One Direction,0,1,94,0
2013-02-02,2013-01-05,Crying On A Suitcase,Casey James,0,1,95,0
2013-02-02,2013-02-02,Wagon Wheel,Darius Rucker,0,0,96,0
2013-02-02,2013-01-26,Demons,Imagine Dragons,0,1,97,0
2013-02-02,2013-02-02,Give It All We Got Tonight,George Strait,0,0,98,0
2013-02-02,2013-01-05,Diced Pineapples,Rick Ross & Wale & Drake,1,2,99,0
2013-02-02,2013-01-26,If I Didn't Have You,Thompson Square,0,0,89,0
2013-02-02,2013-01-05,Who Booty,Jonn Hart & IamSU!,1,2,76,0
2013-02-02,2013-02-02,Between The Raindrops,Lifehouse & Natasha Bedingfield,1,0,100,0
2013-02-02,2013-01-05,When I Was Your Man,Bruno Mars,0,1,74,0
2013-02-02,2013-01-05,Rest Of My Life,Ludacris & Usher & David Guetta,1,2,75,0
2013-02-02,2013-01-05,Va Va Voom,Nicki Minaj,0,1,52,0
2013-02-02,2013-02-02,Love Me,Lil Wayne & Drake & Future,1,1,53,0
2013-02-02,2013-01-05,One Of Those Nights,Tim McGraw,0,1,54,0
2013-02-02,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,2,55,0
2013-02-02,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,1,56,0
2013-02-02,2013-01-05,Wicked Games,The Weeknd,0,1,57,0
2013-02-02,2013-01-05,Tornado,Little Big Town,0,1,59,0
2013-02-02,2013-01-05,Ball,T.I. & Lil Wayne,1,2,60,0
2013-02-02,2013-01-05,Southern Comfort Zone,Brad Paisley,0,1,61,0
2013-02-02,2013-01-05,Somebody's Heartbreak,Hunter Hayes,0,1,62,0
2013-02-02,2013-01-19,Pour It Up,Rihanna,0,1,58,0
2013-02-02,2013-01-05,Anything Could Happen,Ellie Goulding,0,1,64,0
2013-02-02,2013-01-05,Madness,Muse,0,1,65,0
2013-02-02,2013-01-12,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,0,0,66,0
2013-02-02,2013-01-05,Begin Again,Taylor Swift,0,1,73,0
2013-02-02,2013-01-05,Love Sosa,Chief Keef,0,1,67,0
2013-02-02,2013-01-05,Remember You,Wiz Khalifa & The Weeknd,1,2,68,0
2013-02-02,2013-01-05,Merry Go 'round,Kacey Musgraves,0,1,69,0
2013-02-02,2013-01-05,Don't Judge Me,Chris Brown,0,1,70,0
2013-02-02,2013-01-05,Guap,Big Sean,0,1,71,0
2013-02-02,2013-01-05,Neva End,Future,0,1,72,0
2013-02-02,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,1,63,0
2013-02-09,2013-01-05,Radioactive,Imagine Dragons,0,1,34,0
2013-02-09,2013-01-05,I'm Different,2 Chainz,0,1,33,0
2013-02-09,2013-01-05,Wanted,Hunter Hayes,0,1,32,0
2013-02-09,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,2,27,0
2013-02-09,2013-01-05,Hall Of Fame,The Script & will.i.am,1,2,30,0
2013-02-09,2013-01-05,Better Dig Two,The Band Perry,0,1,29,0
2013-02-09,2013-01-05,C'mon,Ke$ha,0,1,28,0
2013-02-09,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,1,35,0
2013-02-09,2013-01-05,I Will Wait,Mumford & Sons,1,2,31,0
2013-02-09,2013-01-05,Adorn,Miguel,0,1,36,0
2013-02-09,2013-01-05,Too Close,Alex Clare,0,1,47,0
2013-02-09,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,2,38,0
2013-02-09,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,3,39,0
2013-02-09,2013-01-05,All Gold Everything,Trinidad James,0,1,40,0
2013-02-09,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,2,41,0
2013-02-09,2013-01-05,How Country Feels,Randy Houser,0,1,42,0
2013-02-09,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,1,43,0
2013-02-09,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,2,44,0
2013-02-09,2013-01-05,Little Things,One Direction,0,1,45,0
2013-02-09,2013-01-19,Pour It Up,Rihanna,0,1,46,0
2013-02-09,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,1,26,0
2013-02-09,2013-01-05,Gangnam Style,PSY,0,1,37,0
2013-02-09,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,1,25,0
2013-02-09,2013-01-26,Suit & Tie,Justin Timberlake & JAY Z,1,0,13,0
2013-02-09,2013-01-05,Little Talks,Of Monsters & Men,1,2,23,0
2013-02-09,2013-01-26,Sure Be Cool If You Did,Blake Shelton,0,0,48,0
2013-02-09,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,2,1,0
2013-02-09,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,1,2,0
2013-02-09,2013-01-05,Ho Hey,The Lumineers,0,1,3,0
2013-02-09,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,1,4,0
2013-02-09,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,2,5,0
2013-02-09,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,2,6,0
2013-02-09,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,2,7,0
2013-02-09,2013-01-05,Diamonds,Rihanna,0,1,8,0
2013-02-09,2013-01-05,Home,Phillip Phillips,0,1,9,0
2013-02-09,2013-01-05,Die Young,Ke$ha,0,1,24,0
2013-02-09,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,2,10,0
2013-02-09,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,2,12,0
2013-02-09,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,2,14,0
2013-02-09,2013-01-05,It's Time,Imagine Dragons,0,1,15,0
2013-02-09,2013-02-02,Love Me,Lil Wayne & Drake & Future,1,1,16,0
2013-02-09,2013-01-05,Daylight,Maroon 5,0,1,17,0
2013-02-09,2013-01-05,One More Night,Maroon 5,0,1,18,0
2013-02-09,2013-01-05,I Cry,Flo Rida,0,1,19,0
2013-02-09,2013-01-05,Some Nights,fun.,0,1,20,0
2013-02-09,2013-01-05,The A Team,Ed Sheeran,0,1,21,0
2013-02-09,2013-01-05,Catch My Breath,Kelly Clarkson,0,1,22,0
2013-02-09,2013-01-05,Try,P!nk,0,1,11,0
2013-02-09,2013-01-05,When I Was Your Man,Bruno Mars,0,1,49,0
2013-02-09,2013-01-05,No Worries,Lil Wayne & Detail,1,2,50,0
2013-02-09,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,2,51,0
2013-02-09,2013-01-05,Begin Again,Taylor Swift,0,1,78,0
2013-02-09,2013-01-05,Guap,Big Sean,0,1,79,0
2013-02-09,2013-01-12,Kiss You,One Direction,0,1,80,0
2013-02-09,2013-01-19,Battle Scars,Lupe Fiasco & Guy Sebastian,1,0,81,0
2013-02-09,2013-01-26,If I Didn't Have You,Thompson Square,0,0,82,0
2013-02-09,2013-01-05,Beer Money,Kip Moore,0,1,83,0
2013-02-09,2013-01-05,Take A Walk,Passion Pit,0,1,84,0
2013-02-09,2013-01-12,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,0,0,85,0
2013-02-09,2013-01-19,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",1,0,86,0
2013-02-09,2013-01-05,Rest Of My Life,Ludacris & Usher & David Guetta,1,2,87,0
2013-02-09,2013-01-05,Love Sosa,Chief Keef,0,1,77,0
2013-02-09,2013-01-05,Crying On A Suitcase,Casey James,0,1,88,0
2013-02-09,2013-02-09,Bad Ass,Kid Ink & Meek Mill & Wale,1,0,90,0
2013-02-09,2013-02-02,Wild For The Night,A$AP Rocky & Skrillex,1,1,91,0
2013-02-09,2013-02-02,Give It All We Got Tonight,George Strait,0,0,92,0
2013-02-09,2013-01-26,Demons,Imagine Dragons,0,1,93,0
2013-02-09,2013-01-05,Til My Last Day,Justin Moore,0,1,94,0
2013-02-09,2013-01-05,Celebration,"Game & Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,2,95,0
2013-02-09,2013-02-09,Get Your Shine On,Florida Georgia Line,0,1,96,0
2013-02-09,2013-02-09,Let There Be Cowgirls,Chris Cagle,0,0,97,0
2013-02-09,2013-01-26,"Bitch, Don't Kill My Vibe",Kendrick Lamar,0,1,98,0
2013-02-09,2013-02-09,Feel This Moment,Pitbull & Christina Aguilera,1,1,99,0
2013-02-09,2013-02-09,Mama's Broken Heart,Miranda Lambert,0,0,89,0
2013-02-09,2013-01-19,I Drive Your Truck,Lee Brice,0,0,76,0
2013-02-09,2013-01-05,Skyfall,Adele,0,1,100,0
2013-02-09,2013-01-05,Don't Judge Me,Chris Brown,0,1,74,0
2013-02-09,2013-01-19,Carry On,fun.,0,1,75,0
2013-02-09,2013-01-05,One Of Those Nights,Tim McGraw,0,1,52,0
2013-02-09,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,1,53,0
2013-02-09,2013-01-05,Wicked Games,The Weeknd,0,1,54,0
2013-02-09,2013-01-05,Ball,T.I. & Lil Wayne,1,2,55,0
2013-02-09,2013-01-05,Tornado,Little Big Town,0,1,56,0
2013-02-09,2013-01-05,Southern Comfort Zone,Brad Paisley,0,1,57,0
2013-02-09,2013-01-05,Somebody's Heartbreak,Hunter Hayes,0,1,59,0
2013-02-09,2013-01-05,Anything Could Happen,Ellie Goulding,0,1,60,0
2013-02-09,2013-01-05,Madness,Muse,0,1,61,0
2013-02-09,2013-01-05,Va Va Voom,Nicki Minaj,0,1,62,0
2013-02-09,2013-01-05,Bandz A Make Her Dance,Juicy J & Lil Wayne & 2 Chainz,1,2,58,0
2013-02-09,2013-01-12,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,0,0,64,0
2013-02-09,2013-02-02,Troublemaker,Olly Murs & Flo Rida,1,1,65,0
2013-02-09,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,1,66,0
2013-02-09,2013-01-05,Who Booty,Jonn Hart & IamSU!,1,2,73,0
2013-02-09,2013-01-05,Merry Go 'round,Kacey Musgraves,0,1,67,0
2013-02-09,2013-02-09,Dope,Tyga & Rick Ross,1,1,68,0
2013-02-09,2013-01-05,Remember You,Wiz Khalifa & The Weeknd,1,2,69,0
2013-02-09,2013-01-05,Stubborn Love,The Lumineers,0,1,70,0
2013-02-09,2013-01-05,Neva End,Future,0,1,71,0
2013-02-09,2013-01-05,Tip It On Back,Dierks Bentley,0,1,72,0
2013-02-09,2013-02-09,Sail,AWOLNATION,0,0,63,0
2013-02-16,2013-01-05,Wanted,Hunter Hayes,0,2,34,0
2013-02-16,2013-01-05,Radioactive,Imagine Dragons,0,2,33,0
2013-02-16,2013-01-05,Don't Stop The Party,Pitbull & TJR,1,4,32,0
2013-02-16,2013-01-05,C'mon,Ke$ha,0,2,27,0
2013-02-16,2013-01-05,Hall Of Fame,The Script & will.i.am,1,4,30,0
2013-02-16,2013-01-05,Better Dig Two,The Band Perry,0,2,29,0
2013-02-16,2013-01-05,Die Young,Ke$ha,0,2,28,0
2013-02-16,2013-01-05,I'm Different,2 Chainz,0,2,35,0
2013-02-16,2013-01-05,Every Storm (Runs Out Of Rain),Gary Allan,0,2,31,0
2013-02-16,2013-01-05,All Gold Everything,Trinidad James,0,2,36,0
2013-02-16,2013-01-05,Somebody That I Used To Know,Gotye & Kimbra,1,4,47,0
2013-02-16,2013-01-05,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,2,38,0
2013-02-16,2013-01-26,Sure Be Cool If You Did,Blake Shelton,0,1,39,0
2013-02-16,2013-01-05,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,1,4,40,0
2013-02-16,2013-01-05,Adorn,Miguel,0,2,41,0
2013-02-16,2013-01-05,Cruise,Florida Georgia Line & Nelly,1,4,42,0
2013-02-16,2013-01-05,Poetic Justice,Kendrick Lamar & Drake,1,4,43,0
2013-02-16,2013-01-05,Clique,Kanye West & Jay-Z & Big Sean,1,6,44,0
2013-02-16,2013-01-05,One Of Those Nights,Tim McGraw,0,2,45,0
2013-02-16,2013-01-05,Gangnam Style,PSY,0,2,46,0
2013-02-16,2013-01-05,I Will Wait,Mumford & Sons,1,4,26,0
2013-02-16,2013-01-19,Pour It Up,Rihanna,0,2,37,0
2013-02-16,2013-01-05,Swimming Pools (Drank),Kendrick Lamar,0,2,25,0
2013-02-16,2013-01-26,Suit & Tie,Justin Timberlake & JAY Z,1,2,13,0
2013-02-16,2013-01-05,The A Team,Ed Sheeran,0,2,23,0
2013-02-16,2013-01-05,Call Me Maybe,Carly Rae Jepsen,0,2,48,0
2013-02-16,2013-01-05,Thrift Shop,Macklemore & Ryan Lewis & Wanz,1,4,1,0
2013-02-16,2013-01-05,Locked Out Of Heaven,Bruno Mars,0,2,2,0
2013-02-16,2013-01-05,Scream & Shout,will.i.am & Britney Spears,1,4,3,0
2013-02-16,2013-01-05,Ho Hey,The Lumineers,0,2,4,0
2013-02-16,2013-01-05,I Knew You Were Trouble.,Taylor Swift,0,2,5,0
2013-02-16,2013-01-05,Don't You Worry Child,Swedish House Mafia & John Martin,1,4,6,0
2013-02-16,2013-01-05,Beauty And A Beat,Justin Bieber & Nicki Minaj,1,4,7,0
2013-02-16,2013-01-05,F**kin Problems,"A$AP Rocky & Drake, 2 Chainz & Kendrick Lamar",1,4,8,0
2013-02-16,2013-01-05,Try,P!nk,0,2,9,0
2013-02-16,2013-01-05,Some Nights,fun.,0,2,24,0
2013-02-16,2013-01-05,Sweet Nothing,Calvin Harris & Florence Welch,1,4,10,0
2013-02-16,2013-01-05,Girl On Fire,Alicia Keys & Nicki Minaj,1,4,12,0
2013-02-16,2013-01-05,Daylight,Maroon 5,0,2,14,0
2013-02-16,2013-01-05,Home,Phillip Phillips,0,2,15,0
2013-02-16,2013-01-05,It's Time,Imagine Dragons,0,2,16,0
2013-02-16,2013-01-05,One More Night,Maroon 5,0,2,17,0
2013-02-16,2013-01-05,I Cry,Flo Rida,0,2,18,0
2013-02-16,2013-01-05,Catch My Breath,Kelly Clarkson,0,2,19,0
2013-02-16,2013-01-05,Little Talks,Of Monsters & Men,1,4,20,0
2013-02-16,2013-02-02,Love Me,Lil Wayne & Drake & Future,1,3,21,0
2013-02-16,2013-01-05,When I Was Your Man,Bruno Mars,0,2,22,0
2013-02-16,2013-01-05,Diamonds,Rihanna,0,2,11,0
2013-02-16,2013-01-05,No Worries,Lil Wayne & Detail,1,4,49,0
2013-02-16,2013-01-05,Two Black Cadillacs,Carrie Underwood,0,2,50,0
2013-02-16,2013-01-05,How Country Feels,Randy Houser,0,2,51,0
2013-02-16,2013-01-05,Va Va Voom,Nicki Minaj,0,2,78,0
2013-02-16,2013-01-05,Love Sosa,Chief Keef,0,2,79,0
2013-02-16,2013-01-12,Kiss You,One Direction,0,2,80,0
2013-02-16,2013-01-19,Battle Scars,Lupe Fiasco & Guy Sebastian,1,2,81,0
2013-02-16,2013-02-09,Mama's Broken Heart,Miranda Lambert,0,1,82,0
2013-02-16,2013-01-26,If I Didn't Have You,Thompson Square,0,1,83,0
2013-02-16,2013-01-05,Guap,Big Sean,0,2,84,0
2013-02-16,2013-02-09,Get Your Shine On,Florida Georgia Line,0,2,85,0
2013-02-16,2013-01-05,Take A Walk,Passion Pit,0,2,86,0
2013-02-16,2013-02-02,Give It All We Got Tonight,George Strait,0,1,87,0
2013-02-16,2013-01-05,Goodbye In Her Eyes,Zac Brown Band,0,2,77,0
2013-02-16,2013-01-05,Crying On A Suitcase,Casey James,0,2,88,0
2013-02-16,2013-02-09,Dope,Tyga & Rick Ross,1,3,90,0
2013-02-16,2013-02-16,Let Me Love You (Until You Learn To Love Yourself),Glee Cast,0,0,91,0
2013-02-16,2013-01-05,Beer Money,Kip Moore,0,2,92,0
2013-02-16,2013-01-19,Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",1,2,93,0
2013-02-16,2013-01-12,Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,0,1,94,0
2013-02-16,2013-01-26,"Bitch, Don't Kill My Vibe",Kendrick Lamar,0,2,95,0
2013-02-16,2013-02-09,Let There Be Cowgirls,Chris Cagle,0,1,96,0
2013-02-16,2013-02-16,Can't Hold Us,Macklemore & Ryan Lewis & Ray Dalton,1,2,97,0
2013-02-16,2013-02-16,As Long As You Love Me (Acoustic),Justin Bieber,0,2,98,0
2013-02-16,2013-02-16,Same Love,Macklemore & Ryan Lewis & Mary Lambert,1,2,99,0
2013-02-16,2013-01-26,Demons,Imagine Dragons,0,2,89,0
2013-02-16,2013-02-09,Feel This Moment,Pitbull & Christina Aguilera,1,3,76,0
2013-02-16,2013-02-16,Loveeeeeee Song,Rihanna & Future,1,4,100,0
2013-02-16,2013-01-05,Don't Judge Me,Chris Brown,0,2,74,0
2013-02-16,2013-01-05,Begin Again,Taylor Swift,0,2,75,0
2013-02-16,2013-01-05,Tornado,Little Big Town,0,2,52,0
2013-02-16,2013-01-05,Wicked Games,The Weeknd,0,2,53,0
2013-02-16,2013-01-05,Southern Comfort Zone,Brad Paisley,0,2,54,0
2013-02-16,2013-01-05,Ball,T.I. & Lil Wayne,1,4,55,0
2013-02-16,2013-01-05,Madness,Muse,0,2,56,0
2013-02-16,2013-02-02,Troublemaker,Olly Murs & Flo Rida,1,3,57,0
2013-02-16,2013-02-16,Nothing Like Us,Justin Bieber,0,2,59,0
2013-02-16,2013-02-16,Yolo,The Lonely Island & Adam Levine & Kendrick Lamar,1,0,60,0
2013-02-16,2013-02-09,Sail,AWOLNATION,0,1,61,0
2013-02-16,2013-01-05,Little Things,One Direction,0,2,62,0
